"","param_vary","i_param_var","replicate","gamma","B2","SR"
"2644",4,4,105,NA,NA,NA
"2645",4,5,105,NA,NA,NA
"2646",5,1,105,-1.32955907081437,5.3592529296875,102
"2647",5,2,105,-2.21067168144408,3.7259521484375,87
"2648",5,3,105,-1.26928552277211,4.048828125,30
"2649",5,4,105,-0.81628920417912,2.779296875,19
"2650",5,5,105,NA,1,2
"2651",1,1,106,NA,1,2
"2652",1,2,106,NA,1,2
"2653",1,3,106,-0.806328160516515,3.875,21
"2654",1,4,106,-14.7910343239115,7.84374032914639,1659
"2655",1,5,106,NA,NA,NA
"2656",2,1,106,-0.996031984761346,2.4375,9
"2657",2,2,106,-0.89030410730451,1.96875,7
"2658",2,3,106,-1.15645278906613,5.5234375,64
"2659",2,4,106,-1.47370314528657,6.02273559570312,150
"2660",2,5,106,0.162578155462918,1.5,3
"2661",3,1,106,-1.59070617079927,3.8045654296875,72
"2662",3,2,106,0.154606840812026,2.8984375,22
"2663",3,3,106,-2.85938996983979,4.814453125,73
"2664",3,4,106,-2.78219953127463,5.423095703125,92
"2665",3,5,106,-1.23259374853149,5.0859375,67
"2666",4,1,106,-3.29974312734986,5.5283203125,125
"2667",4,2,106,-5.94451287012735,5.11166381835938,208
"2668",4,3,106,NA,1,2
"2669",4,4,106,NA,NA,NA
"2670",4,5,106,NA,NA,NA
"2671",5,1,106,0.422569543829202,2,5
"2672",5,2,106,-0.423106954480914,4.1357421875,38
"2673",5,3,106,-2.35512206107237,5.4404296875,72
"2674",5,4,106,-1.12064918274888,4.0625,24
"2675",5,5,106,NA,1,2
"2676",1,1,107,-1.2605362593956,1.5,3
"2677",1,2,107,NA,1,2
"2678",1,3,107,-0.98973083324604,3.6953125,27
"2679",1,4,107,-5.57358361290272,6.230224609375,270
"2680",1,5,107,NA,NA,NA
"2681",2,1,107,NA,1,2
"2682",2,2,107,-1.58587209531326,2.703125,14
"2683",2,3,107,-2.36903771142067,5.507568359375,89
"2684",2,4,107,-2.52659666236846,6.35675048828125,267
"2685",2,5,107,0.200325665552192,4.33462524414062,215
"2686",3,1,107,-0.912576656165811,4.734375,44
"2687",3,2,107,-2.05070325065151,4.96044921875,62
"2688",3,3,107,-2.28500932624612,5.32208251953125,88
"2689",3,4,107,-1.07211166317446,2.6328125,19
"2690",3,5,107,-3.72396714204945,4.79827880859375,171
"2691",4,1,107,-8.3349869667253,5.83563756942749,414
"2692",4,2,107,-4.88093784069553,5.55203247070312,218
"2693",4,3,107,-5.72504056630825,5.71444702148438,225
"2694",4,4,107,NA,NA,NA
"2695",4,5,107,NA,NA,NA
"2696",5,1,107,-4.19653121464889,6.19920349121094,210
"2697",5,2,107,-0.241931884685381,2.2265625,13
"2698",5,3,107,-1.34468662319804,4.7265625,53
"2699",5,4,107,-0.934050216909335,2.3125,10
"2700",5,5,107,-1.21924582730628,2.4375,11
"2701",1,1,108,NA,1,2
"2702",1,2,108,NA,1,2
"2703",1,3,108,-1.48236666262096,5.5302734375,85
"2704",1,4,108,-0.00174974319569676,1.875,5
"2705",1,5,108,NA,NA,NA
"2706",2,1,108,NA,1,2
"2707",2,2,108,-0.931281720074425,2.6640625,20
"2708",2,3,108,-2.30298064044366,4.765380859375,75
"2709",2,4,108,-3.35867404404276,6.59625244140625,337
"2710",2,5,108,0.745181346379038,7.55851745605469,555
"2711",3,1,108,-3.14232211293866,4.8740234375,83
"2712",3,2,108,-0.103274451647814,3.375,21
"2713",3,3,108,-1.99402777300577,4.51171875,36
"2714",3,4,108,-3.43023411658235,5.33251953125,94
"2715",3,5,108,-1.12573581249797,3.52734375,72
"2716",4,1,108,-4.64809198546892,3.46707916259766,156
"2717",4,2,108,-1.03690580354015,3.23046875,38
"2718",4,3,108,-0.1823532191091,3.625,19
"2719",4,4,108,NA,NA,NA
"2720",4,5,108,NA,NA,NA
"2721",5,1,108,-2.39086164171762,3.924072265625,111
"2722",5,2,108,-4.96418160066239,6.08740234375,144
"2723",5,3,108,-1.86556412584423,4.48828125,51
"2724",5,4,108,-0.436964619609167,3.3125,11
"2725",5,5,108,NA,1,2
"2726",1,1,109,NA,1,2
"2727",1,2,109,NA,1,2
"2728",1,3,109,-0.899962883321871,4.4765625,40
"2729",1,4,109,-18.0325579458086,8.34489613771439,2100
"2730",1,5,109,NA,NA,NA
"2731",2,1,109,-0.460043824321463,1.875,5
"2732",2,2,109,-0.340542054479984,2,8
"2733",2,3,109,-2.447053771934,4.54296875,35
"2734",2,4,109,-0.943329106549574,4.42684936523438,82
"2735",2,5,109,0.702879423273726,5.885986328125,154
"2736",3,1,109,-1.32425550346321,3.33154296875,52
"2737",3,2,109,-1.04924947102625,2.890625,19
"2738",3,3,109,-3.89192177707309,6.03599548339844,174
"2739",3,4,109,-3.29443245007158,5.5086669921875,140
"2740",3,5,109,-0.669305377145621,3.4375,14
"2741",4,1,109,-4.99636710985723,6.63274383544922,299
"2742",4,2,109,-3.80667951052264,6.0111083984375,177
"2743",4,3,109,-3.03997214512113,5.162109375,52
"2744",4,4,109,NA,NA,NA
"2745",4,5,109,NA,NA,NA
"2746",5,1,109,-0.0209871152946681,3.65625,15
"2747",5,2,109,-2.20732054171107,5.13128662109375,97
"2748",5,3,109,-0.604070488985656,5.0478515625,61
"2749",5,4,109,0.0449260012739217,2.125,6
"2750",5,5,109,NA,1,2
"2751",1,1,110,NA,1,2
"2752",1,2,110,NA,1,2
"2753",1,3,110,-1.67867193550277,2.646484375,47
"2754",1,4,110,-15.1180511895984,9.16913241147995,2105
"2755",1,5,110,NA,NA,NA
"2756",2,1,110,NA,1,2
"2757",2,2,110,-0.327886543134754,2.5625,8
"2758",2,3,110,-0.220251684758627,2.953125,18
"2759",2,4,110,-1.61564608160128,5.75289916992188,167
"2760",2,5,110,-0.92706105655232,5.74834442138672,246
"2761",3,1,110,-0.547461795483193,3.0625,10
"2762",3,2,110,-1.86029710530153,4.99609375,54
"2763",3,3,110,-4.60538211885906,5.83770751953125,167
"2764",3,4,110,0.517200010604545,2.28125,9
"2765",3,5,110,-1.10384008202535,3.693359375,37
"2766",4,1,110,-12.1385595368679,7.61283802986145,840
"2767",4,2,110,-6.83731973214469,5.91815185546875,291
"2768",4,3,110,-0.83144592346748,4.03515625,34
"2769",4,4,110,NA,NA,NA
"2770",4,5,110,NA,NA,NA
"2771",5,1,110,-4.75131378852132,6.06047821044922,207
"2772",5,2,110,-2.31664519852103,5.703125,99
"2773",5,3,110,-1.87045024600591,3.07470703125,59
"2774",5,4,110,-0.02127274603001,2.375,9
"2775",5,5,110,NA,1,2
"2776",1,1,111,NA,1,2
"2777",1,2,111,NA,1,2
"2778",1,3,111,-1.63386657176085,4.9423828125,60
"2779",1,4,111,-8.92130603317103,7.11620140075684,531
"2780",1,5,111,NA,NA,NA
"2781",2,1,111,-1.8764308871506,2.25,5
"2782",2,2,111,NA,1,2
"2783",2,3,111,-0.071803128527441,3.75,17
"2784",2,4,111,-0.802825365910811,5.328125,78
"2785",2,5,111,0.692457613444841,6.70166015625,261
"2786",3,1,111,-2.12745009657379,5.14794921875,86
"2787",3,2,111,-1.18411102538618,3.65625,23
"2788",3,3,111,-0.593050177465919,3.0546875,13
"2789",3,4,111,-3.61684548669936,4.81293487548828,130
"2790",3,5,111,-0.978729967601757,3.71484375,39
"2791",4,1,111,-7.07170734505939,3.80076217651367,264
"2792",4,2,111,-8.75294592942108,7.04266357421875,334
"2793",4,3,111,-2.83871535276124,5.7529296875,119
"2794",4,4,111,NA,NA,NA
"2795",4,5,111,NA,NA,NA
"2796",5,1,111,-1.53840284126452,3.2880859375,49
"2797",5,2,111,-1.35262647512389,5.033203125,59
"2798",5,3,111,-0.19901655233792,3.080078125,35
"2799",5,4,111,-0.313747327311816,2.83349609375,25
"2800",5,5,111,NA,1,2
"2801",1,1,112,NA,1,2
"2802",1,2,112,-1.76644062585942,2.3125,8
"2803",1,3,112,0.525934958006892,2.25,7
"2804",1,4,112,-4.90985835033015,6.49909973144531,332
"2805",1,5,112,NA,NA,NA
"2806",2,1,112,NA,1,2
"2807",2,2,112,-3.32575378764318,3.92822265625,43
"2808",2,3,112,-1.24432168366491,3.95703125,52
"2809",2,4,112,-0.826148536944141,5.27131652832031,174
"2810",2,5,112,2.18135560397582,6.41705322265625,247
"2811",3,1,112,-1.36035836342285,4.98828125,46
"2812",3,2,112,-2.62887201982612,4.25390625,40
"2813",3,3,112,-1.89531050706439,3.72021484375,101
"2814",3,4,112,-3.29517607777309,4.94140625,60
"2815",3,5,112,-2.1310579013508,2.9775390625,29
"2816",4,1,112,-4.96919800034008,5.34030151367188,172
"2817",4,2,112,-4.69010628815075,5.11967468261719,143
"2818",4,3,112,-2.19547700800458,4.15380859375,46
"2819",4,4,112,NA,NA,NA
"2820",4,5,112,NA,NA,NA
"2821",5,1,112,-2.32676450555056,4.88330078125,78
"2822",5,2,112,-3.3666258778724,4.5301513671875,89
"2823",5,3,112,-1.60523013988653,4.796875,40
"2824",5,4,112,-0.937275959480923,3,25
"2825",5,5,112,NA,1,2
"2826",1,1,113,-1.53190562515763,1.5,3
"2827",1,2,113,NA,1,2
"2828",1,3,113,-1.71485506960398,3.392578125,39
"2829",1,4,113,-11.6745596082519,7.6358003616333,878
"2830",1,5,113,NA,NA,NA
"2831",2,1,113,NA,1,2
"2832",2,2,113,-2.07687512611844,4.21875,35
"2833",2,3,113,0.103017597287738,2.0625,7
"2834",2,4,113,-3.34040920516204,5.11771154403687,251
"2835",2,5,113,0.106512547258074,5.65386962890625,228
"2836",3,1,113,-1.17652803606602,3.484375,26
"2837",3,2,113,-0.787289340307863,2.46875,11
"2838",3,3,113,-3.26950450358214,4.00640869140625,110
"2839",3,4,113,-0.953730443486121,4.5419921875,39
"2840",3,5,113,-0.748311931426335,3.87109375,29
"2841",4,1,113,-8.74132839752685,6.90749740600586,559
"2842",4,2,113,-4.51280974053815,5.62582397460938,170
"2843",4,3,113,-2.19003514398897,5.451171875,89
"2844",4,4,113,NA,NA,NA
"2845",4,5,113,NA,NA,NA
"2846",5,1,113,-4.21525123429544,5.77880859375,185
"2847",5,2,113,-1.91801815474148,5.57666015625,83
"2848",5,3,113,1.21901800708473,3.78125,18
"2849",5,4,113,-0.3917311553116,1.5,3
"2850",5,5,113,-1.56113120536812,1.5,3
"2851",1,1,114,NA,1,2
"2852",1,2,114,NA,1,2
"2853",1,3,114,-0.830180690985101,3.1787109375,43
"2854",1,4,114,-3.99169784003297,6.08389282226562,179
"2855",1,5,114,-24.6168103267257,8.66094824671745,3371
"2856",2,1,114,-1.19177737508355,2.375,8
"2857",2,2,114,-0.74855606434322,3.90625,19
"2858",2,3,114,-4.11351965114984,3.77783203125,109
"2859",2,4,114,0.223799794444017,4.2890625,29
"2860",2,5,114,-0.315666581179433,6.48954772949219,389
"2861",3,1,114,-0.666811330039488,3.46875,14
"2862",3,2,114,0.568779987070678,3.7890625,22
"2863",3,3,114,-2.16780148884991,4.85546875,54
"2864",3,4,114,-5.89024773063153,5.435791015625,109
"2865",3,5,114,-3.2636921823797,5.04541015625,107
"2866",4,1,114,-7.54752293906598,5.89430236816406,274
"2867",4,2,114,-2.00357668058394,3.2109375,30
"2868",4,3,114,-1.68309433276061,4.86376953125,70
"2869",4,4,114,NA,NA,NA
"2870",4,5,114,NA,NA,NA
"2871",5,1,114,-4.08378299401332,5.8878173828125,164
"2872",5,2,114,-2.12654046586124,4.85546875,36
"2873",5,3,114,-2.34166418965196,5.3173828125,77
"2874",5,4,114,0.11168509483404,2.125,6
"2875",5,5,114,NA,1,2
"2876",1,1,115,NA,1,2
"2877",1,2,115,NA,1,2
"2878",1,3,115,-2.04532826391204,5.18359375,50
"2879",1,4,115,-9.32569532361656,6.5349588394165,728
"2880",1,5,115,-16.9975715687466,8.32222521305084,1697
"2881",2,1,115,-0.242352758711778,2.25,7
"2882",2,2,115,-0.80288319488913,1.984375,8
"2883",2,3,115,-1.22467357122551,2.6796875,16
"2884",2,4,115,-2.06753669782248,6.09268188476562,205
"2885",2,5,115,1.08310843056688,5.02734375,53
"2886",3,1,115,-3.60811924000098,4.7314453125,63
"2887",3,2,115,-0.48779777027956,3.37890625,16
"2888",3,3,115,-1.97652298382944,3.39013671875,88
"2889",3,4,115,-2.93276818401725,5.4285888671875,132
"2890",3,5,115,-3.43836623308827,5.05264282226562,104
"2891",4,1,115,-9.71483801740162,7.51692962646484,644
"2892",4,2,115,-4.66200113155065,4.80553436279297,174
"2893",4,3,115,-0.765116699619909,5.419921875,57
"2894",4,4,115,NA,1,2
"2895",4,5,115,NA,NA,NA
"2896",5,1,115,-2.04697263642528,5.61299133300781,109
"2897",5,2,115,0.037157534473727,4.2421875,25
"2898",5,3,115,NA,1,2
"2899",5,4,115,-1.37496994916853,3.8212890625,47
"2900",5,5,115,-0.845396802819511,1.5,3
"2901",1,1,116,NA,1,2
"2902",1,2,116,NA,1,2
"2903",1,3,116,0.358687475229994,2.4375,7
"2904",1,4,116,-12.6708906961583,6.63613629341125,1468
"2905",1,5,116,NA,NA,NA
"2906",2,1,116,NA,1,2
"2907",2,2,116,-1.60308687800658,1.75,4
"2908",2,3,116,-2.7576802675602,5.478515625,75
"2909",2,4,116,-1.17558272801727,4.7373046875,53
"2910",2,5,116,0.0218230990763005,4.03955078125,61
"2911",3,1,116,-3.13615467405072,4.43267822265625,115
"2912",3,2,116,-2.48018793284054,5.19140625,62
"2913",3,3,116,-0.851393401262023,1.75,4
"2914",3,4,116,-0.424050734762718,1.5,3
"2915",3,5,116,-2.36101885700403,2.9921875,31
"2916",4,1,116,NA,1,2
"2917",4,2,116,-0.706427495767999,3.4296875,48
"2918",4,3,116,-1.46356325886165,4.60546875,47
"2919",4,4,116,NA,NA,NA
"2920",4,5,116,NA,NA,NA
"2921",5,1,116,-3.07103518759828,5.4915771484375,110
"2922",5,2,116,0.708756260903784,1.875,5
"2923",5,3,116,-1.74267130779734,4.5068359375,59
"2924",5,4,116,-1.63269264234932,3.8125,25
"2925",5,5,116,NA,1,2
"2926",1,1,117,NA,1,2
"2927",1,2,117,NA,1,2
"2928",1,3,117,-1.08202332395195,4.0625,31
"2929",1,4,117,-10.0859397774549,5.96679449081421,785
"2930",1,5,117,NA,NA,NA
"2931",2,1,117,-1.8120660802798,2.9375,12
"2932",2,2,117,-1.77987445104546,3.5,15
"2933",2,3,117,0.398479232909559,2.09375,10
"2934",2,4,117,0.948795657832477,4.0703125,24
"2935",2,5,117,-0.119169578516891,5.74237632751465,140
"2936",3,1,117,-1.9978716446202,4.6328125,40
"2937",3,2,117,-0.957104494840801,3.0625,10
"2938",3,3,117,-2.9112710503812,4.87921142578125,100
"2939",3,4,117,-0.977431414007498,3.41162109375,51
"2940",3,5,117,-0.0207313138028695,2,5
"2941",4,1,117,-4.58089787111393,3.88287353515625,188
"2942",4,2,117,-5.20060620041037,5.70095825195312,157
"2943",4,3,117,-3.47657661512583,6.0655517578125,199
"2944",4,4,117,NA,NA,NA
"2945",4,5,117,NA,NA,NA
"2946",5,1,117,-4.64012377979487,5.898681640625,170
"2947",5,2,117,-1.5126502909105,3.89208984375,46
"2948",5,3,117,-2.55661108873608,5.006591796875,75
"2949",5,4,117,-1.05025218027166,2.8671875,19
"2950",5,5,117,-0.829482548310722,1.5,3
"2951",1,1,118,NA,1,2
"2952",1,2,118,0.290942813115311,1.75,4
"2953",1,3,118,-0.686680307169625,4.40234375,31
"2954",1,4,118,-10.2252843702695,7.41677856445312,885
"2955",1,5,118,NA,NA,NA
"2956",2,1,118,-1.88334538962343,1.75,4
"2957",2,2,118,-1.55291038011095,2.853515625,27
"2958",2,3,118,-4.45152986262723,5.47650146484375,156
"2959",2,4,118,-1.53080522673053,3.722412109375,78
"2960",2,5,118,0.719689433204831,4.353759765625,97
"2961",3,1,118,-0.237922033080265,2.875,8
"2962",3,2,118,-0.738059495533506,2.171875,10
"2963",3,3,118,-0.147750846340464,3.5859375,23
"2964",3,4,118,-0.474935970427625,5.16015625,75
"2965",3,5,118,0.729601989885134,3.015625,24
"2966",4,1,118,-7.33951661250958,6.36048889160156,347
"2967",4,2,118,-5.64646525570449,5.90277099609375,270
"2968",4,3,118,-2.28266270712211,4.741943359375,77
"2969",4,4,118,NA,NA,NA
"2970",4,5,118,NA,NA,NA
"2971",5,1,118,-1.45840087978374,4.63671875,45
"2972",5,2,118,-0.749357541492967,3.734375,18
"2973",5,3,118,-0.644385978407417,3.5,13
"2974",5,4,118,-1.23440554219027,2.25,5
"2975",5,5,118,-0.142812089389492,1.75,4
"2976",1,1,119,NA,1,2
"2977",1,2,119,-0.503318488204261,1.5,3
"2978",1,3,119,-0.567048353843692,5.2265625,46
"2979",1,4,119,-3.65144935941083,5.8271484375,155
"2980",1,5,119,-21.0775608859022,8.97424578666687,2441
"2981",2,1,119,-1.6045699859474,1.75,4
"2982",2,2,119,-2.59135095446708,3.2265625,21
"2983",2,3,119,-1.11041520393095,4.40234375,41
"2984",2,4,119,-2.54929271606013,6.13671875,131
"2985",2,5,119,-1.12276580799529,6.31367874145508,282
"2986",3,1,119,-2.99295932307121,2.950439453125,54
"2987",3,2,119,-0.880353070686565,4.888916015625,66
"2988",3,3,119,-3.59793044494112,5.797607421875,142
"2989",3,4,119,-5.77854004715124,5.57940673828125,213
"2990",3,5,119,-2.06398847934536,4.879638671875,69
"2991",4,1,119,-0.256755859368477,2.640625,14
"2992",4,2,119,-3.65289766698677,5.0084228515625,120
"2993",4,3,119,-1.1502917474164,1.75,4
"2994",4,4,119,NA,NA,NA
"2995",4,5,119,NA,NA,NA
"2996",5,1,119,-2.18332649691853,3.4150390625,49
"2997",5,2,119,-2.95069959439658,5.55413818359375,122
"2998",5,3,119,-1.48837690471653,4.6396484375,76
"2999",5,4,119,NA,1,2
"3000",5,5,119,NA,1,2
"3001",1,1,120,NA,1,2
"3002",1,2,120,NA,1,2
"3003",1,3,120,-0.191502610514335,2.67578125,20
"3004",1,4,120,-11.242395135224,8.6472578048706,1165
"3005",1,5,120,NA,NA,NA
"3006",2,1,120,NA,1,2
"3007",2,2,120,-1.37961891627798,3.5078125,18
"3008",2,3,120,-1.97024699356788,5.33038330078125,84
"3009",2,4,120,-1.45355193086492,3.0537109375,42
"3010",2,5,120,0.576607956746721,5.060546875,65
"3011",3,1,120,-2.48865854406131,3.2578125,38
"3012",3,2,120,-0.739485562447361,2.484375,11
"3013",3,3,120,-1.72627340797716,5.33203125,60
"3014",3,4,120,-2.61860761436235,4.5943603515625,67
"3015",3,5,120,-1.51038311848887,5.517578125,72
"3016",4,1,120,-4.09611889430492,5.9197998046875,125
"3017",4,2,120,-3.83097051962667,5.337646484375,135
"3018",4,3,120,0.240948001725747,3.640625,18
"3019",4,4,120,NA,NA,NA
"3020",4,5,120,NA,NA,NA
"3021",5,1,120,-0.650354828067366,4.3828125,38
"3022",5,2,120,-1.5771145951122,4.5390625,41
"3023",5,3,120,0.268226086411354,2.5625,16
"3024",5,4,120,-1.14207502465292,2.34765625,16
"3025",5,5,120,NA,1,2
"3026",1,1,121,NA,1,2
"3027",1,2,121,NA,1,2
"3028",1,3,121,-1.84427838393588,5.0029296875,55
"3029",1,4,121,-17.1313138232095,6.89375573396683,1980
"3030",1,5,121,NA,NA,NA
"3031",2,1,121,-2.1558561872014,2.6875,12
"3032",2,2,121,0.021690935579648,2,5
"3033",2,3,121,-2.82131212889239,2.6961669921875,55
"3034",2,4,121,0.753444909590896,2.9814453125,35
"3035",2,5,121,0.250381738101127,6.48649597167969,317
"3036",3,1,121,-2.60694590240796,4.7353515625,84
"3037",3,2,121,-1.56757095955967,3.80078125,35
"3038",3,3,121,-0.338979931851372,2.125,6
"3039",3,4,121,-0.677926120966975,3.58984375,26
"3040",3,5,121,-2.22059863656399,5.248046875,59
"3041",4,1,121,-4.69958736013772,5.70858764648438,106
"3042",4,2,121,-4.44973453569108,5.94650268554688,169
"3043",4,3,121,-1.06443875055356,3.1005859375,34
"3044",4,4,121,NA,NA,NA
"3045",4,5,121,NA,NA,NA
"3046",5,1,121,-1.4121535370742,3.4833984375,27
"3047",5,2,121,-2.45916992491153,4.423828125,55
"3048",5,3,121,-2.97751537608679,6.20013427734375,203
"3049",5,4,121,-0.187132946687534,3.30810546875,25
"3050",5,5,121,NA,1,2
"3051",1,1,122,NA,1,2
"3052",1,2,122,NA,1,2
"3053",1,3,122,-0.42362373379575,4.525390625,42
"3054",1,4,122,-7.64530179202219,7.20002746582031,482
"3055",1,5,122,NA,NA,NA
"3056",2,1,122,NA,1,2
"3057",2,2,122,-0.74654645418182,1.75,4
"3058",2,3,122,0.485772187866716,2.78125,12
"3059",2,4,122,-1.18551810863908,6.40997314453125,276
"3060",2,5,122,-0.725478737053139,4.61328125,48
"3061",3,1,122,-0.530249716368138,2.91796875,30
"3062",3,2,122,0.261220315309341,3.890625,19
"3063",3,3,122,-1.54349930445982,4.4462890625,75
"3064",3,4,122,0.147578203362966,2.9638671875,42
"3065",3,5,122,-4.60774335700832,6.1436767578125,199
"3066",4,1,122,-6.4005497933433,6.7578125,236
"3067",4,2,122,-8.56063096335561,4.36025261878967,411
"3068",4,3,122,-2.90123908038166,5.44775390625,77
"3069",4,4,122,NA,NA,NA
"3070",4,5,122,NA,NA,NA
"3071",5,1,122,-4.16214479773088,5.56512451171875,132
"3072",5,2,122,-4.10489107686601,5.901123046875,112
"3073",5,3,122,-0.084255656411083,3.1875,13
"3074",5,4,122,-0.682051873001437,3.03125,29
"3075",5,5,122,-0.611686367877443,1.9375,6
"3076",1,1,123,NA,1,2
"3077",1,2,123,NA,1,2
"3078",1,3,123,0.286741464491838,2.125,6
"3079",1,4,123,-7.29104384678622,7.22024536132812,484
"3080",1,5,123,-16.4592894622707,8.01514101028442,1230
"3081",2,1,123,NA,1,2
"3082",2,2,123,-3.74079830726221,4.255859375,36
"3083",2,3,123,0.309361934725172,3.8828125,22
"3084",2,4,123,-2.25366352633869,6.1201171875,167
"3085",2,5,123,-0.55657505747461,5.48440551757812,228
"3086",3,1,123,0.456227696091013,1.5,3
"3087",3,2,123,-2.8205040110072,4.60791015625,63
"3088",3,3,123,-1.49415119783295,1.5,3
"3089",3,4,123,-0.90996732449733,2.703125,17
"3090",3,5,123,-2.80743411251628,4.8017578125,57
"3091",4,1,123,-8.9197597099332,6.03814315795898,473
"3092",4,2,123,-4.29371322650329,5.94500732421875,151
"3093",4,3,123,-2.28797797080539,4.59600830078125,92
"3094",4,4,123,NA,NA,NA
"3095",4,5,123,NA,NA,NA
"3096",5,1,123,-0.810232756725476,3.5625,14
"3097",5,2,123,-0.819824298089154,3.744140625,34
"3098",5,3,123,-2.30971356190693,5.3076171875,106
"3099",5,4,123,0.0861011252303375,3.71875,18
"3100",5,5,123,NA,1,2
"3101",1,1,124,NA,1,2
"3102",1,2,124,NA,1,2
"3103",1,3,124,-1.75085407873085,5.4375,75
"3104",1,4,124,-11.2041717622378,7.46986722946167,1277
"3105",1,5,124,NA,NA,NA
"3106",2,1,124,-1.43830605493079,1.5,3
"3107",2,2,124,-1.1270130847045,3.125,11
"3108",2,3,124,-1.43795347968024,4.687255859375,87
"3109",2,4,124,-1.58269030918892,5.056640625,80
"3110",2,5,124,0.184240428301511,6.625,278
"3111",3,1,124,-2.24237793581039,3.044921875,50
"3112",3,2,124,0.18381837629133,3.11328125,36
"3113",3,3,124,0.205487616114016,2.1875,7
"3114",3,4,124,-4.19708773985158,6.1685791015625,119
"3115",3,5,124,-2.4754812648437,5.55609130859375,109
"3116",4,1,124,-7.49378433008277,6.43963146209717,404
"3117",4,2,124,-7.70098612908748,4.75998497009277,277
"3118",4,3,124,-5.56998406786576,6.637939453125,174
"3119",4,4,124,NA,NA,NA
"3120",4,5,124,NA,NA,NA
"3121",5,1,124,-4.4027891320417,5.697265625,154
"3122",5,2,124,-2.86589836131245,5.7978515625,98
"3123",5,3,124,0.693360430610522,2.125,6
"3124",5,4,124,0.110557426560764,3.015625,14
"3125",5,5,124,NA,1,2
"3126",1,1,125,NA,1,2
"3127",1,2,125,-1.27825492571068,1.5,3
"3128",1,3,125,-1.8752994216485,4.994140625,56
"3129",1,4,125,-11.5189411631468,7.2149658203125,832
"3130",1,5,125,-21.5662627449797,8.68584083020687,2858
"3131",2,1,125,NA,1,2
"3132",2,2,125,-0.0559577418796278,2.1875,7
"3133",2,3,125,-0.165864895385843,2.53125,11
"3134",2,4,125,-0.945260166677788,4.4765625,30
"3135",2,5,125,0.195819472602024,5.81964111328125,359
"3136",3,1,125,0.180876048932996,3.40625,16
"3137",3,2,125,-1.47997743371645,4.38372802734375,68
"3138",3,3,125,-0.370029542908939,4.390625,30
"3139",3,4,125,-0.545957274802773,3.765625,18
"3140",3,5,125,NA,1,2
"3141",4,1,125,-5.32848748715786,7.03787231445312,392
"3142",4,2,125,-1.3143279287884,3.58642578125,74
"3143",4,3,125,-1.0218309697188,3.97265625,35
"3144",4,4,125,NA,NA,NA
"3145",4,5,125,NA,NA,NA
"3146",5,1,125,-3.25288516421434,5.83795166015625,143
"3147",5,2,125,-3.19896897325518,5.8759765625,102
"3148",5,3,125,-2.0086093754859,4.7265625,36
"3149",5,4,125,-1.80419970794345,3.6875,33
"3150",5,5,125,NA,1,2
"3151",1,1,126,NA,1,2
"3152",1,2,126,NA,1,2
"3153",1,3,126,-3.12011075272651,4.90191650390625,90
"3154",1,4,126,-16.3441553226042,8.65978586673737,1890
"3155",1,5,126,-25.6520911886833,8.83016312122345,3439
"3156",2,1,126,-1.16606281904668,1.5,3
"3157",2,2,126,-2.54118014418853,4.3984375,39
"3158",2,3,126,-0.496827839358012,2.796875,16
"3159",2,4,126,-1.18445509077383,5.82717895507812,133
"3160",2,5,126,0.379570890779381,6.40673828125,144
"3161",3,1,126,-0.843672499342476,4.375,30
"3162",3,2,126,-3.03142361191109,5.109375,68
"3163",3,3,126,-4.27298570077855,6.3427734375,158
"3164",3,4,126,-1.87018843563701,4.8626708984375,74
"3165",3,5,126,0.171156342209904,2.9375,11
"3166",4,1,126,-4.33291495249791,3.88232421875,123
"3167",4,2,126,-7.1037401495473,6.78875732421875,282
"3168",4,3,126,-0.350395475552923,5.185546875,64
"3169",4,4,126,NA,NA,NA
"3170",4,5,126,NA,NA,NA
"3171",5,1,126,-3.38452654208919,3.89300537109375,112
"3172",5,2,126,-1.49368438663638,4.53280639648438,113
"3173",5,3,126,-0.218421516272471,3.30078125,48
"3174",5,4,126,NA,1,2
"3175",5,5,126,-1.11003460929986,1.5,3
"3176",1,1,127,NA,1,2
"3177",1,2,127,NA,1,2
"3178",1,3,127,-0.484624169993155,3.3671875,20
"3179",1,4,127,-10.4438286492406,8.18293380737305,1023
"3180",1,5,127,NA,NA,NA
"3181",2,1,127,-0.941028690242326,1.875,5
"3182",2,2,127,-0.166312210855141,1.5,3
"3183",2,3,127,0.56639086025223,2.28125,9
"3184",2,4,127,-0.147594558030321,4.21875,43
"3185",2,5,127,0.836552376759699,5.885498046875,127
"3186",3,1,127,0.0734151494513916,2.65625,17
"3187",3,2,127,-0.125224655781442,4.1845703125,45
"3188",3,3,127,-0.95868707864678,3.251953125,41
"3189",3,4,127,-0.864990192737188,4.76171875,48
"3190",3,5,127,-2.53921076227805,5.14501953125,104
"3191",4,1,127,-10.4905174712905,7.40347480773926,564
"3192",4,2,127,-1.33920108558766,2.66796875,38
"3193",4,3,127,-2.60994613832623,3.232421875,38
"3194",4,4,127,NA,NA,NA
"3195",4,5,127,NA,NA,NA
"3196",5,1,127,-3.1840819155927,5.630859375,114
"3197",5,2,127,-0.96108714815462,2.0625,9
"3198",5,3,127,-1.42127379254148,3.69677734375,75
"3199",5,4,127,-0.517977837616099,2.78125,14
"3200",5,5,127,NA,1,2
"3201",1,1,128,NA,1,2
