"","param_vary","i_param_var","replicate","gamma","B2","SR"
"579",1,4,23,-16.9004232963942,7.54147261381149,2055
"580",1,5,23,NA,NA,NA
"581",2,1,23,-0.630950078832728,1.875,5
"582",2,2,23,NA,1,2
"583",2,3,23,-1.09184413845288,3.59375,16
"584",2,4,23,-0.0518525466569229,5.93807983398438,196
"585",2,5,23,0.462623497882078,6.29080200195312,247
"586",3,1,23,-1.34657099485352,4.53125,35
"587",3,2,23,-0.736369682573192,3.9140625,26
"588",3,3,23,-1.76374282292002,2.306640625,22
"589",3,4,23,-1.80796070643746,3.32470703125,70
"590",3,5,23,-3.41898019251688,5.2335205078125,129
"591",4,1,23,-4.70135746154968,5.64333343505859,170
"592",4,2,23,-1.92280341283142,2.62646484375,48
"593",4,3,23,-1.25983551970003,3.21875,17
"594",4,4,23,NA,NA,NA
"595",4,5,23,NA,NA,NA
"596",5,1,23,-3.55742299563772,4.04815673828125,92
"597",5,2,23,-1.11330088499305,4.34375,39
"598",5,3,23,-4.17415300490706,4.0166015625,75
"599",5,4,23,-1.68592550251172,1.5,3
"600",5,5,23,-1.61981584310609,1.5,3
"601",1,1,24,NA,1,2
"602",1,2,24,NA,1,2
"603",1,3,24,-1.58219181847755,4.550048828125,67
"604",1,4,24,-5.51874650664263,5.97138977050781,291
"605",1,5,24,NA,NA,NA
"606",2,1,24,-1.42518484626492,1.5,3
"607",2,2,24,-1.75502556977945,3.1875,11
"608",2,3,24,-2.60889024438376,5.46484375,71
"609",2,4,24,0.520979982610069,4.52734375,41
"610",2,5,24,0.741563671935483,5.97412109375,116
"611",3,1,24,-1.37342755872688,3.9921875,59
"612",3,2,24,-0.00218618340698602,4.28125,26
"613",3,3,24,-0.521275221528778,2.6171875,18
"614",3,4,24,-2.67603336339098,5.82373046875,89
"615",3,5,24,-3.84092123852237,5.75439453125,175
"616",4,1,24,-8.44403888887384,6.92141723632812,489
"617",4,2,24,-7.34290212248362,5.93592071533203,297
"618",4,3,24,-1.39757594887332,3.3125,19
"619",4,4,24,NA,NA,NA
"620",4,5,24,NA,NA,NA
"621",5,1,24,-1.46907066986865,3.33984375,26
"622",5,2,24,-3.17529006552879,5.6458740234375,117
"623",5,3,24,-3.5756138756529,4.07861328125,66
"624",5,4,24,NA,1,2
"625",5,5,24,NA,1,2
"626",1,1,25,NA,1,2
"627",1,2,25,NA,1,2
"628",1,3,25,-1.43044308806303,4.24609375,39
"629",1,4,25,-9.55140095142943,7.09143447875977,681
"630",1,5,25,NA,NA,NA
"631",2,1,25,-1.26945912202627,1.9375,6
"632",2,2,25,-0.109952846753287,2.8125,9
"633",2,3,25,-2.50307621874012,3.3046875,40
"634",2,4,25,-1.62832788117085,5.66357421875,124
"635",2,5,25,0.979409448957225,5.76510620117188,193
"636",3,1,25,-2.7268435385686,4.93505859375,80
"637",3,2,25,-4.56659354664249,5.85009765625,147
"638",3,3,25,-1.15934251248812,3.189453125,51
"639",3,4,25,-1.75715942746107,4.2685546875,59
"640",3,5,25,-1.53067784323813,4.33203125,40
"641",4,1,25,-6.12193390799855,6.18579864501953,283
"642",4,2,25,-5.94109862500389,6.62590789794922,307
"643",4,3,25,-1.07019075876453,4.3203125,32
"644",4,4,25,NA,NA,NA
"645",4,5,25,NA,NA,NA
"646",5,1,25,-0.825676457572942,5.001953125,52
"647",5,2,25,-0.6393970342669,3.5546875,18
"648",5,3,25,-0.66328577797393,4.453125,34
"649",5,4,25,NA,1,2
"650",5,5,25,-0.170187106933892,1.5,3
"651",1,1,26,NA,1,2
"652",1,2,26,-0.66197451044864,2.25,7
"653",1,3,26,-0.796176357909608,4.352783203125,62
"654",1,4,26,-10.0205717350288,7.24867963790894,745
"655",1,5,26,NA,NA,NA
"656",2,1,26,NA,1,2
"657",2,2,26,-1.53180097547066,3.623046875,20
"658",2,3,26,-0.438889006311421,2.015625,9
"659",2,4,26,-0.670146093341196,5.339599609375,119
"660",2,5,26,0.964057018298633,5.17227172851562,137
"661",3,1,26,-1.06529544171743,3.9375,19
"662",3,2,26,-1.70052127339795,4.5703125,46
"663",3,3,26,-0.923559999875182,3.15625,14
"664",3,4,26,-2.34615805266058,4.59323120117188,68
"665",3,5,26,-3.12770184603813,3.8253173828125,133
"666",4,1,26,-3.90221077501568,3.739990234375,87
"667",4,2,26,-0.448088793696031,3.3701171875,40
"668",4,3,26,-0.855893174924567,2.5859375,18
"669",4,4,26,NA,NA,NA
"670",4,5,26,NA,NA,NA
"671",5,1,26,-2.67004408237824,4.51751708984375,91
"672",5,2,26,-4.2745124566236,6.05419921875,122
"673",5,3,26,-0.181442884047898,4.1953125,28
"674",5,4,26,-0.971501971528059,2.78125,21
"675",5,5,26,NA,1,2
"676",1,1,27,NA,1,2
"677",1,2,27,NA,1,2
"678",1,3,27,NA,1,2
"679",1,4,27,-10.3264255400489,7.22609329223633,786
"680",1,5,27,NA,NA,NA
"681",2,1,27,NA,1,2
"682",2,2,27,-1.82093346492058,2.71875,17
"683",2,3,27,-0.126260314347296,2.46875,13
"684",2,4,27,-0.309327348037026,3.724609375,29
"685",2,5,27,0.242861417064912,4.52645874023438,250
"686",3,1,27,-0.494019108159519,2.7265625,18
"687",3,2,27,-1.16698259312503,2.90234375,23
"688",3,3,27,-1.77583253633493,2.9217529296875,35
"689",3,4,27,-3.24500759265834,5.52634334564209,148
"690",3,5,27,-4.86235494020782,5.57281494140625,119
"691",4,1,27,-6.45940597609078,6.3846435546875,220
"692",4,2,27,-3.988035204663,5.8623046875,130
"693",4,3,27,-0.958554141936522,3.0390625,23
"694",4,4,27,NA,NA,NA
"695",4,5,27,NA,NA,NA
"696",5,1,27,-1.72003990835204,3.125,29
"697",5,2,27,-4.63532730282371,6.03105926513672,233
"698",5,3,27,-0.948343210054727,2.8828125,24
"699",5,4,27,-1.75968461822568,3.2275390625,36
"700",5,5,27,NA,1,2
"701",1,1,28,NA,1,2
"702",1,2,28,NA,1,2
"703",1,3,28,-2.65543186849745,5.6253662109375,121
"704",1,4,28,-1.44551445785171,4.6005859375,52
"705",1,5,28,NA,NA,NA
"706",2,1,28,NA,1,2
"707",2,2,28,-1.36860571621166,2.5625,15
"708",2,3,28,-3.41889525182976,5.5791015625,103
"709",2,4,28,-3.67271970780993,4.87841796875,193
"710",2,5,28,0.071577826994783,4.74072265625,67
"711",3,1,28,-1.46852626254397,3.152099609375,59
"712",3,2,28,-0.626963972830419,3.5234375,24
"713",3,3,28,-0.572603178881471,2.25,5
"714",3,4,28,-0.779683650299738,4.65625,45
"715",3,5,28,-1.87409782512468,3.901611328125,49
"716",4,1,28,-10.350646233311,7.75859451293945,574
"717",4,2,28,-0.501177456064484,3.0703125,23
"718",4,3,28,-1.11171708249565,3.73046875,26
"719",4,4,28,NA,NA,NA
"720",4,5,28,NA,NA,NA
"721",5,1,28,-0.289658217442705,3.1875,15
"722",5,2,28,-0.613090306939284,4.26171875,26
"723",5,3,28,-3.32198600973371,5.369873046875,123
"724",5,4,28,0.400098258966301,1.875,5
"725",5,5,28,-0.919338878095684,1.9375,6
"726",1,1,29,NA,1,2
"727",1,2,29,NA,1,2
"728",1,3,29,-2.02539385302661,4.669189453125,69
"729",1,4,29,-14.665095501405,8.11086213588715,1546
"730",1,5,29,-25.5481696231901,9.18145686388016,3632
"731",2,1,29,-1.0665126978546,1.875,5
"732",2,2,29,NA,1,2
"733",2,3,29,-3.60118522977423,5.56732177734375,123
"734",2,4,29,0.365770944612414,4.95849609375,93
"735",2,5,29,-0.632204818760785,5.88417816162109,288
"736",3,1,29,-0.366854467019167,2.25,5
"737",3,2,29,-0.943707518563809,3.8525390625,32
"738",3,3,29,-0.986548306849098,3.525634765625,50
"739",3,4,29,-2.60262370159046,4.333984375,56
"740",3,5,29,-2.54948601363589,5.20947265625,105
"741",4,1,29,-3.61069751291016,3.619384765625,72
"742",4,2,29,-3.83564849309416,5.43408203125,97
"743",4,3,29,-0.845065003848751,3.3251953125,44
"744",4,4,29,NA,NA,NA
"745",4,5,29,NA,NA,NA
"746",5,1,29,-2.72634196001456,5.44444274902344,102
"747",5,2,29,-1.35339797751177,4.630859375,59
"748",5,3,29,-2.85435204222127,5.90200805664062,142
"749",5,4,29,-1.88192630690489,5.1539306640625,66
"750",5,5,29,NA,1,2
"751",1,1,30,NA,1,2
"752",1,2,30,-1.47210748748016,1.5,3
"753",1,3,30,-1.40092551614658,4.8262939453125,88
"754",1,4,30,-7.05810413626457,6.24233901500702,428
"755",1,5,30,NA,NA,NA
"756",2,1,30,NA,1,2
"757",2,2,30,-1.85965076723353,3.609375,15
"758",2,3,30,-0.367328100325702,2.6484375,24
"759",2,4,30,-1.18872366675258,5.122802734375,141
"760",2,5,30,-0.0468384505561263,5.565673828125,141
"761",3,1,30,0.882922660096672,2.671875,14
"762",3,2,30,1.08829117783054,2.7265625,18
"763",3,3,30,-3.00010003019793,5.53369140625,103
"764",3,4,30,-1.64344169319983,3.92822265625,32
"765",3,5,30,-1.53504029243957,3.1005859375,40
"766",4,1,30,-3.11237215769115,4.6796875,47
"767",4,2,30,-6.25271572073311,6.64179039001465,309
"768",4,3,30,-2.36810529017504,3.7802734375,102
"769",4,4,30,NA,NA,NA
"770",4,5,30,NA,NA,NA
"771",5,1,30,-2.51669917461415,4.83181762695312,113
"772",5,2,30,-3.48813688873461,4.70697021484375,123
"773",5,3,30,-1.77621897781977,4.7421875,59
"774",5,4,30,-1.01084353188016,4.330078125,37
"775",5,5,30,NA,1,2
"776",1,1,31,NA,1,2
"777",1,2,31,NA,1,2
"778",1,3,31,-3.6805658323237,5.51513671875,112
"779",1,4,31,-7.28096700755053,7.33624267578125,406
"780",1,5,31,-24.5166552792976,9.49646887183189,2867
"781",2,1,31,NA,1,2
"782",2,2,31,-0.788359386430347,2,6
"783",2,3,31,-2.23415315724827,5.115234375,62
"784",2,4,31,-0.516060132941525,5.18359375,55
"785",2,5,31,0.53061318100406,4.91094970703125,64
"786",3,1,31,NA,1,2
"787",3,2,31,-1.13908567724527,4.15869140625,45
"788",3,3,31,-2.1631214962975,5.119140625,61
"789",3,4,31,-2.38857421905767,5.154296875,53
"790",3,5,31,-4.68028601523872,4.5755615234375,281
"791",4,1,31,-6.48035297668866,5.72323608398438,253
"792",4,2,31,-3.33808577914855,3.1351318359375,51
"793",4,3,31,-2.54022203991953,5.360107421875,89
"794",4,4,31,NA,NA,NA
"795",4,5,31,NA,NA,NA
"796",5,1,31,-1.61893449254074,5.19287109375,89
"797",5,2,31,-0.489153691514743,2.078125,10
"798",5,3,31,-1.01113464144094,4.2880859375,39
"799",5,4,31,-1.26030452032106,3.4921875,17
"800",5,5,31,NA,1,2
"801",1,1,32,NA,1,2
"802",1,2,32,NA,1,2
"803",1,3,32,-1.39528710528219,3.6875,20
"804",1,4,32,-11.871868805325,8.16488265991211,905
"805",1,5,32,NA,NA,NA
"806",2,1,32,-2.59733809962418,2.9921875,24
"807",2,2,32,-1.37874225473956,2.0625,7
"808",2,3,32,-0.897877463596032,3.78125,16
"809",2,4,32,-2.74750640294457,5.33187866210938,205
"810",2,5,32,-0.31853612075911,5.31829833984375,121
"811",3,1,32,-0.429555429053559,2.390625,14
"812",3,2,32,-2.45017573015799,4.966796875,68
"813",3,3,32,0.118842291948099,3.1484375,25
"814",3,4,32,-2.31789969293911,5.048828125,71
"815",3,5,32,-4.17503523173638,6.0291748046875,143
"816",4,1,32,-6.32483496748569,7.40481567382812,349
"817",4,2,32,-5.30933768586196,5.66193771362305,166
"818",4,3,32,-1.77534112834033,5.40771484375,83
"819",4,4,32,NA,NA,NA
"820",4,5,32,NA,NA,NA
"821",5,1,32,-2.20755546445735,5.1162109375,79
"822",5,2,32,-3.73074184866634,5.40557861328125,114
"823",5,3,32,-1.28369886840158,4.40625,29
"824",5,4,32,-0.26110068806314,2.578125,16
"825",5,5,32,-1.2542135264616,1.5,3
"826",1,1,33,NA,1,2
"827",1,2,33,NA,1,2
"828",1,3,33,-1.94271200639723,2.921875,34
"829",1,4,33,-11.408469140181,7.82743418216705,968
"830",1,5,33,NA,NA,NA
"831",2,1,33,NA,1,2
"832",2,2,33,-2.66893069713338,3.4404296875,23
"833",2,3,33,-1.49743526496644,3.8984375,20
"834",2,4,33,-2.28175765761569,6.67010498046875,268
"835",2,5,33,0.0808042034133961,5.581298828125,119
"836",3,1,33,-1.44560714661243,2.9375,12
"837",3,2,33,-0.547714307115647,2.546875,12
"838",3,3,33,-4.38134908453329,4.982421875,91
"839",3,4,33,-0.798249923186538,2.91796875,26
"840",3,5,33,-2.17226747453968,5.21186828613281,140
"841",4,1,33,-4.69708342296171,3.82888793945312,180
"842",4,2,33,-3.77492762572318,3.70681953430176,194
"843",4,3,33,-0.496693888137881,2.34375,9
"844",4,4,33,NA,NA,NA
"845",4,5,33,NA,NA,NA
"846",5,1,33,-1.17222901800144,4.75390625,47
"847",5,2,33,-1.78147878356984,2.6422119140625,41
"848",5,3,33,-0.990143874653512,3.748046875,27
"849",5,4,33,-1.74713929956757,3.8486328125,45
"850",5,5,33,-1.03119376958949,1.5,3
"851",1,1,34,NA,1,2
"852",1,2,34,NA,1,2
"853",1,3,34,-0.258304585281686,3.21875,12
"854",1,4,34,-3.33978584444876,5.63124847412109,207
"855",1,5,34,NA,NA,NA
"856",2,1,34,-1.31704233704087,2.3125,8
"857",2,2,34,-0.6474324590971,1.5,3
"858",2,3,34,-1.61104244112838,5.15478515625,79
"859",2,4,34,0.373561252838028,2.9375,25
"860",2,5,34,0.4847113385613,4.6982421875,50
"861",3,1,34,-0.48504293885039,3.71875,16
"862",3,2,34,-1.88532284358943,5.23046875,58
"863",3,3,34,0.540689060085814,2.703125,15
"864",3,4,34,-2.50845731302129,5.3944091796875,104
"865",3,5,34,-3.15305636772601,5.98876953125,103
"866",4,1,34,-8.17971650429487,7.48892974853516,540
"867",4,2,34,-8.85360129180171,6.98602294921875,447
"868",4,3,34,-1.22818359338006,4.66796875,34
"869",4,4,34,NA,NA,NA
"870",4,5,34,NA,NA,NA
"871",5,1,34,-2.27790860168715,4.9248046875,87
"872",5,2,34,-2.64168833734165,3.8172607421875,92
"873",5,3,34,-0.745631963689122,3.0615234375,34
"874",5,4,34,-0.0239781807695239,2.34375,9
"875",5,5,34,-0.415156657337082,1.5,3
"876",1,1,35,NA,1,2
"877",1,2,35,NA,1,2
"878",1,3,35,0.241391395254904,1.5,3
"879",1,4,35,-9.00066918779982,7.23723411560059,641
"880",1,5,35,-18.0530940773169,7.96238878369331,1664
"881",2,1,35,-1.66927551289253,1.5,3
"882",2,2,35,-2.55208210150604,4.296875,27
"883",2,3,35,-2.58818904741807,4.4375,35
"884",2,4,35,-0.250348003533229,5.24560546875,89
"885",2,5,35,0.368020644911861,3.7529296875,110
"886",3,1,35,-1.86380412712344,3.927734375,40
"887",3,2,35,0.275232303034536,1.5,3
"888",3,3,35,-2.35039391471122,3.7392578125,33
"889",3,4,35,-3.05147318427346,4.63946533203125,76
"890",3,5,35,NA,1,2
"891",4,1,35,-3.59454707072883,3.6729736328125,96
"892",4,2,35,-3.59562142514343,5.7255859375,162
"893",4,3,35,-1.45454341424907,4.7587890625,59
"894",4,4,35,NA,NA,NA
"895",4,5,35,NA,NA,NA
"896",5,1,35,-1.16305574548442,3.9609375,26
"897",5,2,35,-1.87048336729641,5.35076904296875,98
"898",5,3,35,-1.44358184186962,4.5546875,36
"899",5,4,35,NA,1,2
"900",5,5,35,-0.922551706192329,1.5,3
"901",1,1,36,NA,1,2
"902",1,2,36,NA,1,2
"903",1,3,36,-1.14392482752772,1.75,4
"904",1,4,36,-10.2179370532125,7.67563629150391,978
"905",1,5,36,NA,NA,NA
"906",2,1,36,-2.15554796493454,2.734375,16
"907",2,2,36,-0.606030799677249,2,4
"908",2,3,36,-1.60606960881033,4.735595703125,65
"909",2,4,36,-3.55283819085754,5.67546081542969,209
"910",2,5,36,1.05073494451572,5.98226928710938,141
"911",3,1,36,-1.50627039666712,3.171875,32
"912",3,2,36,-1.60664606620388,4.734375,34
"913",3,3,36,-1.1471852972134,3.1875,16
"914",3,4,36,-2.93400329617861,4.8642578125,72
"915",3,5,36,-1.488816338019,4.68621826171875,76
"916",4,1,36,-6.46714573857959,5.44345283508301,398
"917",4,2,36,-4.76178221450797,3.73487854003906,189
"918",4,3,36,0.019408925472828,4.56640625,35
"919",4,4,36,NA,NA,NA
"920",4,5,36,NA,NA,NA
"921",5,1,36,-2.21880137128508,5.41796875,61
"922",5,2,36,-0.616845441338511,2.9609375,14
"923",5,3,36,-0.491200441101382,2.734375,14
"924",5,4,36,-1.05376716581589,3.87109375,28
"925",5,5,36,0.461780621233749,1.96875,7
"926",1,1,37,NA,1,2
"927",1,2,37,NA,1,2
"928",1,3,37,-0.658366570405282,4.578125,40
"929",1,4,37,-11.4927609815358,8.08312320709229,1205
"930",1,5,37,-26.2646343195962,9.05203264951706,3728
"931",2,1,37,-1.18108529029833,1.75,4
"932",2,2,37,-1.46208972769694,3.76171875,22
"933",2,3,37,0.070442312272041,2.125,8
"934",2,4,37,0.418448936303124,4.94439697265625,101
"935",2,5,37,0.734827523370575,6.30569458007812,326
"936",3,1,37,-3.6616131048905,4.32904052734375,133
"937",3,2,37,-2.04523806954809,5.042236328125,75
"938",3,3,37,-1.52839501473347,2.5,6
"939",3,4,37,-6.08529481278104,4.12700271606445,315
"940",3,5,37,-4.6533899445954,6.6424560546875,237
"941",4,1,37,-2.52746339485407,4.568359375,39
"942",4,2,37,-4.37531342159963,5.841796875,120
"943",4,3,37,-1.48813787237061,4.578125,60
"944",4,4,37,NA,NA,NA
"945",4,5,37,NA,NA,NA
"946",5,1,37,-4.47248652370977,5.22979736328125,235
"947",5,2,37,-4.67647814970413,5.2498779296875,158
"948",5,3,37,-1.10985291552169,2.625,13
"949",5,4,37,0.0472153518764251,2.6953125,25
"950",5,5,37,-0.614113866197461,1.75,4
"951",1,1,38,NA,1,2
"952",1,2,38,NA,1,2
"953",1,3,38,-3.12455477361207,5.607666015625,130
"954",1,4,38,-7.01101891788459,6.41429138183594,357
"955",1,5,38,NA,NA,NA
"956",2,1,38,-2.43196713115303,3.0625,10
"957",2,2,38,-1.94714990742278,3.40625,15
"958",2,3,38,-0.833805799489827,2.546875,16
"959",2,4,38,-3.00684372728845,6.03671264648438,159
"960",2,5,38,1.06233181703899,3.109375,16
"961",3,1,38,-0.877651127924273,4.2822265625,54
"962",3,2,38,NA,1,2
"963",3,3,38,-1.33978722544029,4.8681640625,57
"964",3,4,38,-2.49820966492988,4.202392578125,78
"965",3,5,38,-1.18770829045721,4.76953125,38
"966",4,1,38,-7.49023959991702,7.04063415527344,374
"967",4,2,38,-3.84330385567971,5.305908203125,112
"968",4,3,38,-2.36212220349972,3.982421875,34
"969",4,4,38,NA,NA,NA
"970",4,5,38,NA,NA,NA
"971",5,1,38,-4.84187836238827,6.23866271972656,193
"972",5,2,38,-0.745837603855186,3.50244140625,40
"973",5,3,38,0.0698266464281964,2.671875,17
"974",5,4,38,-0.865819123073404,3.51953125,23
"975",5,5,38,NA,1,2
"976",1,1,39,NA,1,2
"977",1,2,39,NA,1,2
"978",1,3,39,-0.638115294401048,3.46875,17
"979",1,4,39,-11.2863245354538,7.94019317626953,949
"980",1,5,39,-29.3467028935872,9.09838449954987,4500
"981",2,1,39,-0.0742665307508958,1.875,5
"982",2,2,39,-2.04382449052358,3.609375,17
"983",2,3,39,-2.26683814184313,4.65779113769531,75
"984",2,4,39,-1.17139380553728,5.430419921875,149
"985",2,5,39,0.708061487736626,5.979248046875,242
"986",3,1,39,0.0286340594813237,2.296875,13
"987",3,2,39,-1.73947523046789,3.89453125,35
"988",3,3,39,-2.54338418312361,3.9609375,32
"989",3,4,39,-3.96207933817013,5.453857421875,101
"990",3,5,39,-0.343454658801341,3.48046875,18
"991",4,1,39,-6.44505346972567,6.27857971191406,305
"992",4,2,39,-0.64429847096115,2.734375,20
"993",4,3,39,0.0954243276233714,2.03125,8
"994",4,4,39,NA,NA,NA
"995",4,5,39,NA,NA,NA
"996",5,1,39,-3.59972619428736,5.32611083984375,151
"997",5,2,39,-2.74508277443132,5.3955078125,79
"998",5,3,39,-1.39966879695443,4.7049560546875,56
"999",5,4,39,-1.4486426345827,3.4375,15
"1000",5,5,39,-0.406275434027809,1.75,4
"1001",1,1,40,NA,1,2
"1002",1,2,40,NA,1,2
"1003",1,3,40,-0.967267449737268,3.0859375,23
"1004",1,4,40,-9.72572042421709,7.67495608329773,896
"1005",1,5,40,NA,NA,NA
"1006",2,1,40,-1.34571420118382,2.46875,10
"1007",2,2,40,-1.41912738761373,3.390625,15
"1008",2,3,40,-1.34054972213328,4.21875,36
"1009",2,4,40,-0.76433470247859,6.0936279296875,184
"1010",2,5,40,-0.764799636137809,6.65673828125,231
"1011",3,1,40,-1.97478822200399,3.578125,36
"1012",3,2,40,-1.0586061983318,4.65234375,44
"1013",3,3,40,-2.96753920089463,5.457275390625,99
"1014",3,4,40,-1.53725707114352,3.26786804199219,82
"1015",3,5,40,-2.27023489230351,4.916015625,54
"1016",4,1,40,-4.32329649343312,5.79833984375,182
"1017",4,2,40,-4.18375092914017,5.4208984375,106
"1018",4,3,40,-1.34797628942227,4.80126953125,66
"1019",4,4,40,NA,NA,NA
"1020",4,5,40,NA,NA,NA
"1021",5,1,40,-3.46310376593123,4.4049072265625,122
"1022",5,2,40,-3.0289873605528,4.947509765625,100
"1023",5,3,40,-2.72662503755089,4.76220703125,86
"1024",5,4,40,0.230325471430377,3.34375,14
"1025",5,5,40,NA,1,2
"1026",1,1,41,NA,1,2
"1027",1,2,41,-0.664401324195162,1.5,3
"1028",1,3,41,-2.43895192921205,5.126953125,61
"1029",1,4,41,-11.7479864218377,8.08094787597656,1025
"1030",1,5,41,NA,NA,NA
"1031",2,1,41,-1.28350040409661,2.234375,9
"1032",2,2,41,-2.56210169641226,3.109375,31
"1033",2,3,41,-2.69785566374027,5.0537109375,73
"1034",2,4,41,0.787934373867681,2.83203125,24
"1035",2,5,41,-0.316196527150063,5.83007431030273,183
"1036",3,1,41,-3.32916620178045,3.4652099609375,109
"1037",3,2,41,-1.95348708042895,3.2265625,48
"1038",3,3,41,-3.78270888782343,3.570068359375,83
"1039",3,4,41,-2.2117005884626,4.8096923828125,86
"1040",3,5,41,-3.46371108442544,4.512939453125,96
"1041",4,1,41,NA,1,2
"1042",4,2,41,-6.52340650955033,4.48345375061035,402
"1043",4,3,41,0.0289402852444756,3.267578125,20
"1044",4,4,41,NA,1,2
"1045",4,5,41,NA,NA,NA
"1046",5,1,41,-3.99013846047662,5.66143798828125,122
"1047",5,2,41,-1.42720236114798,4.625,61
"1048",5,3,41,0.491961863100176,2.28125,13
"1049",5,4,41,-1.18010457272608,2.34375,12
"1050",5,5,41,NA,1,2
"1051",1,1,42,NA,1,2
"1052",1,2,42,NA,1,2
"1053",1,3,42,-1.27226318410556,5.50048828125,86
"1054",1,4,42,-8.11970587127544,7.45249557495117,605
"1055",1,5,42,NA,NA,NA
"1056",2,1,42,-1.70171040847772,1.5,3
"1057",2,2,42,-0.573020259211963,2.25,7
"1058",2,3,42,-1.69078662806969,3.720703125,50
"1059",2,4,42,-1.82595912887994,5.29170221090317,139
"1060",2,5,42,0.509162771968664,6.47406005859375,204
"1061",3,1,42,-1.20056070130834,4.1875,35
"1062",3,2,42,-2.40036638476411,5.1591796875,63
"1063",3,3,42,-0.654192038759689,2.95263671875,50
"1064",3,4,42,-3.14921180048275,4.9259033203125,154
"1065",3,5,42,-1.30954792789784,3.10546875,37
"1066",4,1,42,-5.05904431739056,6.27335357666016,266
"1067",4,2,42,-5.08336485961544,5.26585388183594,202
"1068",4,3,42,-0.733756051009998,3.671875,23
"1069",4,4,42,NA,1,2
"1070",4,5,42,NA,NA,NA
"1071",5,1,42,-5.78441771067923,5.73828125,178
"1072",5,2,42,-3.06593959585763,4.3349609375,47
"1073",5,3,42,0.353344351332413,2.2421875,10
"1074",5,4,42,-1.02029836399781,2.779296875,31
"1075",5,5,42,-0.346130614405953,2.625,7
"1076",1,1,43,NA,1,2
"1077",1,2,43,-1.19847898425352,1.5,3
"1078",1,3,43,-2.40180491490587,4.94921875,40
"1079",1,4,43,-6.21074436532855,6.28446769714355,501
"1080",1,5,43,-13.9872581172657,5.32263231277466,798
"1081",2,1,43,-1.2947219302968,1.5,3
"1082",2,2,43,0.280129637579017,2.375,6
"1083",2,3,43,-0.973114989239981,4.234375,32
"1084",2,4,43,-0.420921112691678,5.1103515625,70
"1085",2,5,43,-0.0648171550946715,5.525390625,128
"1086",3,1,43,-1.18579871569835,4.09765625,32
"1087",3,2,43,-1.5872701404197,2.736328125,30
"1088",3,3,43,-2.67433605117788,4.76123046875,86
"1089",3,4,43,-2.99629666320218,4.546875,55
"1090",3,5,43,-0.260814365849272,1.5,3
"1091",4,1,43,-9.53542889222884,7.11796569824219,526
"1092",4,2,43,-1.92519642641455,5.25390625,63
"1093",4,3,43,-0.664120472290119,3.0234375,30
"1094",4,4,43,NA,NA,NA
"1095",4,5,43,NA,NA,NA
"1096",5,1,43,-1.70356060182358,4.9921875,73
"1097",5,2,43,-1.17670734594988,2.8837890625,33
"1098",5,3,43,-3.16538441010486,4.3681640625,49
"1099",5,4,43,-1.63738175777514,4.6640625,36
"1100",5,5,43,0.18565177144909,2,5
"1101",1,1,44,NA,1,2
"1102",1,2,44,NA,1,2
"1103",1,3,44,-2.88401241972545,5.490966796875,109
"1104",1,4,44,-7.58057699479882,5.67037773132324,482
"1105",1,5,44,-24.3761033440147,9.61363291740417,3178
"1106",2,1,44,NA,1,2
"1107",2,2,44,-1.2531139458535,3.4296875,17
"1108",2,3,44,-4.20768883991713,5.049072265625,109
"1109",2,4,44,-0.145195120709481,4.6953125,41
"1110",2,5,44,1.45060532105848,3.14501953125,36
"1111",3,1,44,-1.37383139989388,4.73046875,37
"1112",3,2,44,-1.66879578320957,2.6796875,16
"1113",3,3,44,-0.476720106380077,2.34375,9
"1114",3,4,44,-0.529160656346509,3.2578125,29
"1115",3,5,44,-2.00570291685862,3.5927734375,75
"1116",4,1,44,-4.40233103478543,4.060791015625,160
"1117",4,2,44,-7.91290366646373,6.63526153564453,388
"1118",4,3,44,-2.62323148835317,4.4378662109375,100
"1119",4,4,44,NA,NA,NA
"1120",4,5,44,NA,NA,NA
"1121",5,1,44,-5.32022403665103,4.9742431640625,147
